Image ID,MSE,PSNR,SSIM,Perceptual,Method
BSD100_087,0.009992497031083125,20.003259721030744,0.4158434674723284,0.4967617392539978,Noisy
BSD100_087,0.002319952890815156,26.345208338447673,0.6879602699699441,0.47278839349746704,Gaussian
BSD100_087,0.0033070463359385154,24.805597200238743,0.5905805394618047,0.4189263880252838,Median
BSD100_087,0.0026070367477898505,25.838528471401197,0.6631377948651941,0.3245910704135895,Wiener
BSD100_087,0.009992497031083125,20.003259721030744,0.4158434674723284,0.4967617392539978,Bayesian Markov
BSD100_087,0.002283998980641571,26.41304094253615,0.6742807183652603,0.34405526518821716,NLM
BSD100_087,0.0018634141354771892,27.29690614365785,0.7232555709327189,0.25718116760253906,BF
BSD100_088,0.009993298685481204,20.002911319509384,0.3582996625961772,0.6140629053115845,Noisy
BSD100_088,0.0015209773514778108,28.178772528776022,0.720346327411406,0.43039757013320923,Gaussian
BSD100_088,0.0023354563905449103,26.316282377842604,0.6174978940657198,0.40323805809020996,Median
BSD100_088,0.00214148224751255,26.692855214725462,0.6499211598820107,0.337785929441452,Wiener
BSD100_088,0.009993298685481204,20.002911319509384,0.3582996625961772,0.6140629053115845,Bayesian Markov
BSD100_088,0.0014560386900281522,28.368270847465492,0.7434622758129018,0.256538450717926,NLM
BSD100_088,0.0014551725939406473,28.370854931724647,0.7163331521469973,0.2640252113342285,BF
BSD100_089,0.009964700056956708,20.01535769273486,0.45779457578340726,0.4177418351173401,Noisy
BSD100_089,0.00244549630096024,26.116329897528487,0.6476916468134184,0.5769886374473572,Gaussian
BSD100_089,0.0034854845913437505,24.577368328555114,0.5612271513526034,0.4651641845703125,Median
BSD100_089,0.0028903993222761594,25.390421532708395,0.6390964283046291,0.3675355315208435,Wiener
BSD100_089,0.009964700056956708,20.01535769273486,0.45779457578340726,0.4177418351173401,Bayesian Markov
BSD100_089,0.0026850017456739976,25.710554276045233,0.5545124301881686,0.39633116126060486,NLM
BSD100_089,0.0021092452590358527,26.75872918386162,0.696778114716361,0.2938380241394043,BF
BSD100_090,0.010009661442817444,19.995806114320423,0.5097665033895464,0.4542979598045349,Noisy
BSD100_090,0.0028819870429885987,25.403079760450005,0.7375167066625447,0.509369969367981,Gaussian
BSD100_090,0.0037050706726391436,24.31203503624066,0.6723296524641346,0.4218672513961792,Median
BSD100_090,0.0028258026983068074,25.48858164507259,0.7381329523997083,0.30152103304862976,Wiener
BSD100_090,0.010009661442817444,19.995806114320423,0.5097665033895464,0.4542979598045349,Bayesian Markov
BSD100_090,0.00296314777414223,25.28246689426387,0.6909118267015696,0.2721309959888458,NLM
BSD100_090,0.0021753307553547337,26.62474699948718,0.7743921942066777,0.21600380539894104,BF
BSD100_091,0.010004301384058382,19.998132334287483,0.3430122353757163,0.5750914216041565,Noisy
BSD100_091,0.001738457942667318,27.59835811445172,0.6750813275414235,0.611122727394104,Gaussian
BSD100_091,0.00264546545981423,25.774979044059783,0.5637739612727777,0.5147120952606201,Median
BSD100_091,0.0023060944029845197,26.371229182659196,0.6128861132518453,0.4171764850616455,Wiener
BSD100_091,0.010004301384058382,19.998132334287483,0.3430122353757163,0.5750914216041565,Bayesian Markov
BSD100_091,0.0017848784402916674,27.483913563071056,0.6452660459620524,0.3614606261253357,NLM
BSD100_091,0.0015703797368617385,28.0399531721976,0.682339054034915,0.3035438060760498,BF
BSD100_092,0.010003574128882508,19.99844805287515,0.4055109232931822,0.5196117162704468,Noisy
BSD100_092,0.0030387979036117347,25.172981818762068,0.6593246910643199,0.5699973106384277,Gaussian
BSD100_092,0.0039519774874028695,24.03185538053173,0.5534608655604941,0.463625967502594,Median
BSD100_092,0.002762978615690114,25.586224763298592,0.640679996271967,0.36365950107574463,Wiener
BSD100_092,0.010003574128882508,19.99844805287515,0.4055109232931822,0.5196117162704468,Bayesian Markov
BSD100_092,0.0014727148122046952,28.318813451310255,0.7790142727893962,0.2105768471956253,NLM
BSD100_092,0.0017657473449728261,27.530714380936537,0.7193213355772881,0.24324870109558105,BF
BSD100_093,0.009996550895231625,20.001498185553213,0.3281787221020044,0.7825798988342285,Noisy
BSD100_093,0.001426425311495518,28.457509633371178,0.7607101354152651,0.4008886218070984,Gaussian
BSD100_093,0.002174332715949208,26.626739995115503,0.6444571046129756,0.44034433364868164,Median
BSD100_093,0.001965036957057492,27.06629277301173,0.671215293565601,0.3678126335144043,Wiener
BSD100_093,0.009996550895231625,20.001498185553213,0.3281787221020044,0.7825798988342285,Bayesian Markov
BSD100_093,0.0015312114400565038,28.149648348344385,0.7563252266007571,0.3301813304424286,NLM
